"LOCATION","Location","OFFENCE","Offence","SCENE","Scene","YEAR","Year","MEASURE","Measure",Value,Flags
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",2993,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",2094,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",2214,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",1222,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",1183,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",1290,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",1139,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",1061,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",1160,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",950,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",831,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",878,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",1013,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",797,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",648,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",711,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",555,
"DK","Canterbury District","09","Fraud, deception and related offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",597,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",1954,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",1737,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",1839,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",2276,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",2214,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",2139,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",1906,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",1610,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",1759,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",1547,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",1484,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",1452,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",1704,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",1825,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",1903,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",2208,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",1786,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",1831,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",1523,
"DK","Canterbury District","10","Illicit drug offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",1180,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",467,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",554,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",550,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",636,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",622,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",550,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",494,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",508,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",544,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",541,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",561,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",708,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",728,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",699,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",716,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",707,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",614,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",521,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",559,
"DK","Canterbury District","11","Prohibited and regulated weapons and explosives offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",486,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",1663,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",1629,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",1478,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",1595,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",1709,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",2059,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",1919,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",1774,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",1687,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",1755,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",1662,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",1986,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",1878,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",2235,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",1970,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",2118,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",1829,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",1704,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",1815,
"DK","Canterbury District","12","Property damage and environmental pollution","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",1302,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",2630,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",2450,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",2468,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",2826,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",2544,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",2361,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",2539,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",2474,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",2676,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",2923,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",2751,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",2757,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",3540,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",3871,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",4498,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",5073,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",4511,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",3853,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",4901,
"DK","Canterbury District","13","Public order offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",3110,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",1107,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",1010,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",1109,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",1230,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",1236,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",1354,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",1337,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",1289,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",1364,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",1627,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",1797,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",1415,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",1679,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",1873,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",2104,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",2192,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",1739,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",1687,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",1625,
"DK","Canterbury District","15","Offences against justice procedures, government security and government operations","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",1572,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","1995","YE 30 June 1995","RESOLVED","Resolved",117,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","1996","YE 30 June 1996","RESOLVED","Resolved",121,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","1997","YE 30 June 1997","RESOLVED","Resolved",88,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","1998","YE 30 June 1998","RESOLVED","Resolved",143,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","1999","YE 30 June 1999","RESOLVED","Resolved",116,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2000","YE 30 June 2000","RESOLVED","Resolved",87,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2001","YE 30 June 2001","RESOLVED","Resolved",91,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2002","YE 30 June 2002","RESOLVED","Resolved",102,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2003","YE 30 June 2003","RESOLVED","Resolved",96,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2004","YE 30 June 2004","RESOLVED","Resolved",42,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2005","YE 30 June 2005","RESOLVED","Resolved",73,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2006","YE 30 June 2006","RESOLVED","Resolved",69,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2007","YE 30 June 2007","RESOLVED","Resolved",92,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2008","YE 30 June 2008","RESOLVED","Resolved",95,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2009","YE 30 June 2009","RESOLVED","Resolved",151,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2010","YE 30 June 2010","RESOLVED","Resolved",95,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2011","YE 30 June 2011","RESOLVED","Resolved",204,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2012","YE 30 June 2012","RESOLVED","Resolved",234,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2013","YE 30 June 2013","RESOLVED","Resolved",122,
"DK","Canterbury District","16","Miscellaneous offences","Z","Total Scene","2014","YE 30 June 2014","RESOLVED","Resolved",73,
"DM","Southern District","Z","Total Offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",37550,
"DM","Southern District","Z","Total Offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",35757,
"DM","Southern District","Z","Total Offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",33556,
"DM","Southern District","Z","Total Offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",34319,
"DM","Southern District","Z","Total Offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",34100,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",31088,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",29593,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",29768,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",31935,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",30651,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",27940,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",29699,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",29165,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",28938,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",28828,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",27782,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",24933,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",22133,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",21000,
"DM","Southern District","Z","Total Offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",19959,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",10,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",8,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",8,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",7,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",3,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",4,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",10,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",4,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",6,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",2,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",3,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",3,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",3,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",10,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",6,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",5,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",5,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",3,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",4,
"DM","Southern District","01","Homicide and related offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",6,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",2108,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",2156,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",2091,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",1910,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",1942,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",1897,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",1978,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",2108,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",2267,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",2489,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",2263,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",2476,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",2448,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",2900,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",3065,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",3161,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",2805,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",2640,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",2654,
"DM","Southern District","02","Acts intended to cause injury","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",2576,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",206,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",232,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",169,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",165,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",156,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",168,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",174,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",171,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",163,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",141,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",177,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",187,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",188,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",191,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",215,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",159,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",165,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",187,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",219,
"DM","Southern District","03","Sexual assault and related offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",223,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",225,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",230,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",216,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",166,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",136,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",130,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",110,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",147,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",136,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",151,
"DM","Southern District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",78,
